Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
8292,6,0,1,3.5,205.0,0
8293,6,1,0,3249.0,3168.5,0
8294,6,1,0,3249.0,3168.0,0
8295,6,0,1,2.0,205.5,0
8296,6,0,1,7.0,206.5,0
8297,5,0,1,7.0,206.0,0
8298,6,1,0,3247.5,3168.0,0
8299,6,0,1,2.0,205.5,0
8300,6,0,0,1474.5,326.5,1
8301,6,1,0,3245.5,3167.0,0
8302,6,1,0,3248.5,3168.5,0
8303,6,0,1,4.5,206.5,0
8304,6,0,1,2.5,204.5,0
8305,6,0,1,4.5,206.0,0
8306,6,1,0,3248.0,3167.5,0
8307,6,0,1,3.5,205.5,0
8308,6,0,1,4.5,205.0,0
8309,5,0,1,4.5,205.5,0
8310,6,0,1,4.5,206.0,0
8311,5,0,1,6.5,239.0,0
8312,6,1,0,3247.5,3167.5,0
8313,6,0,1,4.0,205.0,0
8314,5,1,0,3250.0,3168.0,0
8315,6,1,0,3248.5,3166.0,0
8316,6,1,0,3248.0,3167.0,0
8317,6,1,0,3248.5,3168.0,0
8318,6,0,1,6.0,216.5,0
8319,6,1,0,3247.5,3168.0,0
8320,6,0,1,3.0,204.0,0
8321,6,1,0,3249.0,3166.5,0
8322,6,0,1,4.5,206.0,0
8323,6,0,1,2.5,218.0,0
8324,6,0,1,6.0,206.5,0
8325,6,1,0,3248.5,3166.0,0
8326,6,0,1,2.5,203.5,0
8327,6,1,0,3248.0,3168.0,0
8328,6,0,1,4.5,206.5,0
8329,6,1,0,3248.5,3168.0,0
8330,6,0,1,6.0,203.0,0
8331,6,0,1,3.5,203.0,0
8332,6,1,0,3249.5,3168.0,0
8333,5,0,1,4.0,205.0,0
8334,6,0,1,6.0,205.0,0
8335,5,1,0,3247.0,3168.5,0
8336,6,0,1,3.5,205.0,0
8337,6,1,0,3247.0,3169.0,0
8338,5,1,0,3247.5,3171.5,0
8339,6,1,0,3248.0,3168.0,0
8340,6,1,0,3246.0,3167.5,0
8341,6,1,0,3248.5,3166.5,0
8342,6,1,0,3246.5,3170.0,0
8343,5,0,1,5.0,203.5,0
8344,6,1,0,3248.0,3167.5,0
8345,5,1,0,3250.0,3169.0,0
8346,6,0,1,3.0,205.5,0
8347,6,0,1,3.5,206.0,0
8348,6,0,1,5.5,204.0,0
8349,6,0,1,4.5,205.0,0
8350,5,0,1,4.5,205.0,0
8351,6,0,1,4.0,206.5,0
8352,5,1,0,3248.0,3168.5,0
8353,6,0,1,3.5,206.0,0
8354,6,0,1,4.0,204.5,0
8355,6,0,1,6.5,205.5,0
8356,5,1,0,3248.0,3167.0,0
8357,6,0,1,4.5,207.5,0
8358,6,0,1,0.5,204.0,0
8359,6,1,0,3247.5,3167.5,0
8360,6,0,1,6.0,206.5,0
8361,6,0,1,2.5,206.0,0
8362,6,1,0,3248.0,3168.0,0
8363,6,1,0,3247.5,3169.5,0
8364,5,0,1,5.0,206.5,0
8365,6,1,0,3248.5,3168.5,0
8366,6,0,1,4.0,205.0,0
8367,6,0,1,3.5,214.0,0
8368,6,0,1,3.5,204.5,0
8369,6,1,0,3246.0,3168.0,0
8370,6,0,1,2.0,207.5,0
8371,5,1,0,3248.0,3171.5,0
8372,6,0,1,4.5,203.5,0
8373,5,1,0,3248.0,3169.5,0
8374,6,0,1,3.0,206.0,0
8375,6,1,0,3248.0,3168.5,0
8376,6,1,0,3245.0,3168.5,0
8377,6,1,0,3247.5,3166.5,0
8378,5,1,0,3248.0,3167.0,0
8379,6,1,0,3248.0,3169.5,0
8380,6,1,0,3248.5,3133.5,0
8381,6,0,1,3.5,205.5,0
8382,6,0,1,4.5,211.0,0
8383,5,1,0,3248.0,3168.5,0
8384,6,0,1,5.0,213.5,0
8385,5,1,0,3249.0,3168.0,0
8386,6,1,0,3247.5,3170.5,0
8387,5,1,0,3246.5,3170.5,0
8388,6,0,1,5.0,204.5,0
8389,5,1,0,3248.5,3166.5,0
8390,6,1,0,3248.5,3168.0,0
8391,6,0,1,4.5,203.5,0
8392,6,0,1,6.0,203.5,0
8393,6,0,1,5.0,206.5,0
8394,6,0,1,4.0,205.0,0
8395,6,0,1,4.5,206.5,0
8396,6,1,0,3245.5,3170.5,0
8397,6,0,1,3.5,213.0,0
8398,6,1,0,3248.0,3169.0,0
8399,6,1,0,3247.0,3168.0,0
8400,6,1,0,3248.0,3167.0,0
8401,6,1,0,3247.5,3168.0,0
8402,6,1,0,3249.0,3170.0,0
8403,6,1,0,3249.5,3168.5,0
8404,6,0,1,6.5,205.0,0
8405,6,1,0,3247.5,3168.5,0
8406,6,1,0,3248.0,3165.5,0
8407,6,0,1,4.5,207.5,0
8408,6,1,0,3248.5,3169.5,0
8409,6,0,1,4.5,203.5,0
8410,6,1,0,3248.0,3169.5,0
8411,6,0,1,5.5,252.0,0
8412,5,1,0,3248.0,3169.5,0
8413,6,1,0,3248.0,3167.0,0
8414,6,0,1,5.0,204.0,0
8415,6,1,0,3248.0,3168.0,0
8416,5,0,1,4.0,204.0,0
8417,6,1,0,3247.5,3169.5,0
8418,6,1,0,3247.5,3169.5,0
8419,5,0,1,3.5,204.0,0
8420,6,0,1,5.5,206.0,0
8421,5,0,1,3.0,270.0,0
8422,6,1,0,3247.0,3167.0,0
8423,6,0,1,6.0,204.5,0
8424,6,0,1,4.5,206.0,0
8425,6,0,1,4.5,204.5,0
8426,6,0,1,4.5,207.5,0
8427,6,1,0,3249.0,3169.0,0
8428,6,0,1,4.5,208.5,0
8429,6,1,0,3249.0,3170.0,0
8430,6,1,0,3249.5,3170.5,0
8431,5,1,0,3248.5,3166.5,0
8432,6,0,1,4.0,205.5,0
8433,6,0,1,6.5,207.5,0
8434,6,0,1,4.0,205.0,0
8435,6,0,1,6.0,204.5,0
8436,5,0,1,4.0,206.5,0
8437,6,0,1,3.0,205.5,0
8438,5,0,1,4.0,203.5,0
8439,6,1,0,3246.5,3166.0,0
8440,6,0,1,5.0,205.5,0
8441,6,0,1,3.0,204.0,0
8442,6,1,0,3247.5,3168.0,0
8443,6,0,1,4.0,204.0,0
8444,6,1,0,3248.5,3167.5,0
8445,6,1,0,3249.0,3166.5,0
8446,6,1,0,3246.5,3167.5,0
8447,6,1,0,3247.0,3170.5,0
8448,5,1,0,3247.5,3167.0,0
8449,6,1,0,3246.5,3169.5,0
8450,5,1,0,3248.0,3169.5,0
8451,6,1,0,3251.5,3169.0,0
8452,5,0,1,5.5,204.0,0
8453,6,1,0,3247.5,3170.5,0
8454,6,0,1,5.5,208.0,0
8455,6,1,0,3247.5,3169.5,0
8456,6,0,1,4.0,208.0,0
8457,6,0,1,4.0,207.0,0
8458,6,1,0,3249.0,3168.5,0
8459,5,0,1,5.5,206.5,0
8460,6,1,0,3249.0,3166.0,0
8461,6,0,1,4.0,203.5,0
8462,6,1,0,3246.5,3169.0,0
8463,6,0,1,4.5,204.0,0
8464,6,0,1,4.5,204.0,0
8465,6,1,0,3247.5,3167.0,0
8466,6,1,0,3248.0,3167.5,0
8467,6,1,0,3248.5,3168.0,0
8468,6,0,1,4.0,204.0,0
8469,6,1,0,3248.5,3170.0,0
8470,5,0,1,1.5,204.0,0
8471,6,0,1,3.5,202.5,0
8472,6,1,0,3248.5,3170.0,0
8473,6,0,1,4.0,207.5,0
8474,5,0,1,2.5,204.5,0
8475,6,0,1,3.0,204.5,0
8476,5,0,0,513.5,229.5,1
8477,6,1,0,3247.0,3169.5,0
8478,5,0,1,2.0,203.5,0
8479,6,0,1,4.5,205.5,0
8480,6,0,1,4.0,206.0,0
8481,6,1,0,3248.0,3166.5,0
8482,6,0,1,5.0,204.5,0
8483,6,1,0,3248.5,3167.5,0
8484,6,0,1,4.0,205.5,0
8485,6,1,0,3248.0,3166.0,0
8486,6,1,0,3248.5,3170.5,0
8487,5,1,0,3246.5,3170.5,0
8488,6,0,1,5.0,204.0,0
8489,6,1,0,3248.0,3166.5,0
8490,6,0,1,4.5,204.0,0
8491,6,1,0,3249.0,3168.5,0
8492,6,1,0,3247.0,3169.5,0
8493,6,0,1,5.0,203.5,0
8494,6,1,0,3247.5,3166.5,0
8495,5,1,0,3246.5,3168.0,0
8496,6,1,0,3247.0,3168.5,0
8497,6,1,0,3249.5,3170.0,0
8498,6,0,1,5.0,220.5,0
8499,6,0,1,1.0,203.5,0
8500,5,1,0,3247.0,3170.0,0
8501,6,0,1,6.0,204.5,0
8502,6,1,0,3247.5,3170.0,0
8503,6,0,1,6.0,204.5,0
8504,6,1,0,3248.0,3168.0,0
8505,6,1,0,3248.0,3168.5,0
8506,6,0,1,5.5,214.5,0
8507,5,0,1,5.0,206.0,0
8508,6,1,0,3247.0,3169.5,0
8509,6,0,1,5.0,206.5,0
8510,6,1,0,3247.5,3169.0,0
8511,6,1,0,3249.0,3168.0,0
8512,6,0,1,4.5,205.0,0
8513,6,0,1,4.5,207.0,0
8514,6,1,0,3245.5,3167.5,0
8515,6,1,0,3248.5,3168.5,0
8516,6,1,0,3248.5,3167.5,0
8517,5,0,1,4.5,204.0,0
8518,6,1,0,3249.0,3170.5,0
8519,6,1,0,3247.0,3166.0,0
8520,5,1,0,3248.5,3168.0,0
8521,6,0,1,4.0,205.0,0
8522,6,1,0,3248.0,3168.5,0
8523,6,0,1,3.0,206.0,0
8524,6,1,0,3248.0,3169.0,0
8525,6,0,1,2.5,398.5,0
8526,6,0,1,6.5,205.5,0
8527,6,1,0,3250.0,3169.5,0
8528,6,0,1,5.0,206.0,0
8529,6,0,1,4.5,207.5,0
8530,6,1,0,3249.0,3168.0,0
8531,5,0,1,3.0,280.0,0
8532,6,0,1,7.0,205.0,0
8533,6,0,1,6.5,205.5,0
8534,6,1,0,3247.5,3170.0,0
8535,6,0,1,4.5,205.5,0
8536,6,1,0,3248.5,3167.5,0
8537,6,0,1,7.0,206.5,0
8538,6,1,0,3249.0,3168.5,0
8539,6,0,1,3.5,205.0,0
8540,6,0,1,3.5,202.0,0
8541,6,1,0,3249.0,3168.0,0
8542,6,1,0,3246.5,3168.0,0
8543,6,1,0,3249.5,3169.0,0
8544,6,0,1,3.5,203.0,0
8545,6,0,1,4.5,203.5,0
8546,5,1,0,3247.0,3168.0,0
8547,6,1,0,3247.0,3169.0,0
8548,6,1,0,3247.5,3166.0,0
8549,5,1,0,3247.0,3169.0,0
8550,6,1,0,3247.0,3169.5,0
8551,6,0,1,4.0,202.5,0
8552,6,1,0,3245.5,3167.5,0
8553,6,1,0,3247.5,3169.0,0
8554,5,0,1,4.0,205.5,0
8555,4,1,0,3249.0,3167.5,0
8556,6,0,1,5.0,205.5,0
8557,6,0,1,4.5,204.5,0
8558,6,1,0,3247.0,3170.5,0
8559,6,1,0,3248.0,3168.5,0
8560,5,1,0,3248.5,3167.5,0
8561,6,1,0,3247.0,3167.0,0
8562,6,1,0,3248.0,3169.0,0
8563,6,0,0,2049.0,486.5,1
8564,6,0,1,4.5,206.5,0
8565,5,0,1,4.5,203.5,0
8566,6,1,0,3247.5,3167.5,0
8567,6,1,0,3249.0,3168.5,0
8568,6,1,0,3248.0,3169.0,0
8569,6,0,1,5.5,203.5,0
8570,6,0,1,4.5,204.5,0
8571,6,1,0,3248.0,3168.5,0
8572,6,1,0,3249.0,3169.5,0
8573,6,0,1,5.5,224.0,0
8574,5,0,1,6.0,206.0,0
8575,6,1,0,3247.5,3169.0,0
8576,6,1,0,3248.5,3168.5,0
8577,6,0,1,5.5,205.0,0
8578,6,0,1,3.5,206.0,0
8579,6,0,1,3.5,205.0,0
8580,6,1,0,3250.0,3169.5,0
8581,6,0,1,6.5,205.5,0
8582,6,1,0,3248.5,3170.0,0
8583,6,0,1,4.5,205.0,0
8584,6,0,1,5.0,204.5,0
8585,6,0,1,3.5,203.5,0
8586,6,1,0,3250.0,3166.5,0
8587,5,0,1,4.5,209.5,0
8588,6,1,0,3247.5,3168.0,0
8589,6,1,0,3247.0,3171.0,0
8590,6,1,0,3248.5,3170.0,0
8591,6,1,0,3248.0,3167.5,0
8592,6,1,0,3249.0,3169.5,0
8593,6,0,1,3.5,203.5,0
8594,5,1,0,3249.0,3168.0,0
8595,6,0,1,5.5,206.5,0
8596,5,0,1,4.5,205.5,0
8597,5,0,1,5.5,205.0,0
8598,5,1,0,3249.5,3169.0,0
8599,6,0,1,4.5,204.0,0
8600,6,1,0,3245.0,3166.0,0
8601,5,1,0,3247.5,3170.0,0
8602,6,1,0,3248.0,3168.0,0
8603,5,0,1,7.0,225.5,0
8604,6,1,0,3248.0,3169.0,0
8605,6,1,0,3248.5,3165.0,0
8606,6,0,1,4.0,203.5,0
8607,6,0,1,3.5,204.5,0
8608,5,1,0,3247.5,3167.0,0
8609,6,1,0,3249.0,3168.5,0
8610,6,0,1,6.0,206.0,0
8611,6,0,1,4.5,204.0,0
8612,5,1,0,3247.0,3171.0,0
8613,6,1,0,3247.5,3169.0,0
8614,6,0,1,5.0,206.5,0
8615,5,1,0,3249.0,3168.5,0
8616,6,0,1,5.0,206.5,0
8617,6,0,1,4.5,204.5,0
8618,6,0,1,1.5,203.0,0
8619,6,0,1,4.5,206.0,0
8620,6,0,1,3.5,206.5,0
8621,6,0,1,5.0,204.5,0
8622,5,1,0,3247.5,3169.0,0
8623,6,1,0,3247.5,3169.0,0
8624,5,0,1,5.5,204.0,0
8625,6,1,0,3248.5,3169.5,0
8626,6,1,0,3249.0,3168.0,0
8627,6,0,1,2.5,207.0,0
8628,6,1,0,3248.0,3167.0,0
8629,5,0,1,4.0,206.5,0
8630,6,1,0,3249.5,3169.0,0
8631,5,1,0,3248.5,3171.0,0
8632,6,1,0,3247.5,3167.5,0
8633,5,1,0,3246.5,3169.5,0
8634,6,1,0,3248.0,3168.5,0
8635,6,1,0,3247.5,3167.5,0
8636,6,1,0,3247.5,3170.0,0
8637,6,1,0,3247.5,3169.5,0
8638,6,0,1,4.0,204.5,0
8639,6,0,1,5.5,205.5,0
8640,6,1,0,3246.5,3169.5,0
8641,6,0,1,7.0,203.5,0
8642,6,0,1,3.0,207.0,0
8643,5,1,0,3248.5,3168.5,0
8644,6,1,0,3247.0,3169.5,0
8645,6,0,1,5.0,205.0,0
8646,6,1,0,3248.0,3168.5,0
8647,6,0,1,4.0,203.0,0
8648,5,0,1,7.0,207.0,0
8649,6,0,1,5.0,206.0,0
8650,6,0,1,3.5,206.5,0
8651,6,0,1,3.5,204.5,0
8652,6,0,1,5.0,203.5,0
8653,6,1,0,3248.5,3168.0,0
8654,6,0,1,5.0,207.5,0
8655,5,1,0,3248.5,3169.5,0
8656,6,0,1,4.5,206.5,0
8657,6,0,1,5.0,203.5,0
8658,6,1,0,3247.5,3167.5,0
8659,6,1,0,3248.0,3168.5,0
8660,6,1,0,3248.5,3170.5,0
8661,6,1,0,3248.0,3168.0,0
8662,6,0,1,1.5,206.5,0
8663,6,1,0,3248.5,3168.0,0
8664,6,1,0,3244.5,3165.5,0
8665,6,0,1,5.0,206.0,0
8666,6,1,0,3249.5,3169.0,0
8667,6,0,1,6.5,205.5,0
8668,6,0,1,3.5,205.5,0
8669,6,1,0,3247.5,3165.5,0
8670,5,1,0,3246.0,3165.0,0
8671,6,0,1,4.5,205.0,0
8672,5,0,1,4.5,206.0,0
8673,6,1,0,3247.0,3168.5,0
8674,6,1,0,3248.0,3170.0,0
8675,6,1,0,3247.5,3164.5,0
8676,6,1,0,3249.0,3167.0,0
8677,5,0,1,4.5,203.5,0
8678,6,0,1,4.0,205.0,0
8679,6,1,0,3248.5,3170.0,0
8680,6,0,1,3.5,206.0,0
8681,6,1,0,3248.0,3167.0,0
8682,6,0,1,4.5,206.5,0
8683,6,1,0,3247.5,3166.5,0
8684,6,1,0,3248.5,3168.0,0
8685,6,1,0,3246.5,3167.0,0
8686,6,0,1,7.0,207.0,0
8687,6,1,0,3247.5,3169.5,0
8688,6,1,0,3246.5,3167.5,0
8689,6,1,0,3248.0,3170.0,0
8690,6,0,1,4.0,207.5,0
8691,6,1,0,3248.0,3168.5,0
8692,6,0,1,3.0,205.5,0
8693,6,0,1,3.0,203.0,0
8694,5,0,1,5.5,205.5,0
8695,6,0,1,5.5,206.5,0
8696,6,1,0,3251.0,3169.0,0
8697,6,1,0,3246.5,3167.5,0
8698,6,0,1,4.5,203.5,0
8699,5,0,1,4.0,205.0,0
8700,6,1,0,3248.5,3170.0,0
8701,6,1,0,3248.5,3168.5,0
8702,6,1,0,3250.0,3168.0,0
8703,6,1,0,3248.0,3166.0,0
8704,6,1,0,3248.0,3171.5,0
8705,6,0,1,5.5,260.0,0
8706,6,1,0,3248.0,3169.5,0
8707,6,1,0,3246.0,3168.0,0
8708,6,1,0,3247.0,3170.5,0
8709,5,0,1,4.5,205.5,0
8710,6,0,1,5.5,202.0,0
8711,5,0,1,4.0,205.0,0
8712,6,1,0,3247.0,3168.5,0
8713,6,0,1,4.5,205.5,0
8714,6,0,1,5.0,206.5,0
8715,6,0,1,4.5,206.0,0
8716,6,0,1,6.0,205.0,0
8717,6,1,0,3245.0,3165.5,0
8718,6,0,1,3.0,206.0,0
8719,6,0,1,5.0,205.0,0
8720,6,0,1,5.0,205.0,0
8721,6,0,1,3.5,206.0,0
8722,6,0,1,5.0,206.5,0
8723,6,0,1,5.0,206.0,0
8724,6,0,1,4.0,209.5,0
8725,6,0,1,3.5,206.5,0
8726,5,1,0,3248.5,3167.5,0
8727,6,0,1,4.5,204.5,0
8728,5,1,0,3250.0,3170.5,0
8729,6,0,1,2.0,206.0,0
8730,5,1,0,3248.0,3169.0,0
8731,6,0,1,6.5,232.5,0
8732,6,1,0,3246.5,3166.5,0
8733,6,0,1,4.5,206.0,0
8734,6,1,0,3248.5,3170.5,0
8735,6,1,0,3249.0,3169.5,0
8736,6,1,0,3248.5,3169.5,0
8737,6,1,0,3245.0,3167.5,0
8738,6,0,1,3.0,206.5,0
8739,6,0,1,4.0,204.0,0
8740,5,1,0,3249.0,3169.5,0
8741,6,0,1,2.5,204.5,0
8742,6,0,1,5.0,205.5,0
8743,6,0,1,5.0,207.5,0
8744,6,1,0,3248.0,3169.5,0
8745,6,0,1,7.0,207.5,0
8746,6,0,1,5.5,204.5,0
8747,6,1,0,3249.0,3168.0,0
8748,6,1,0,3247.5,3168.0,0
8749,6,1,0,3247.5,3170.5,0
8750,6,0,1,3.0,204.5,0
8751,6,1,0,3245.5,3169.5,0
8752,6,1,0,3248.0,3169.5,0
8753,6,0,0,416.0,221.0,1
8754,6,1,0,3246.5,3169.5,0
8755,6,0,1,4.0,205.5,0
8756,6,0,1,5.0,206.5,0
8757,5,1,0,3248.5,3167.5,0
8758,6,0,1,3.5,205.0,0
8759,6,1,0,3250.0,3170.0,0
8760,6,0,1,6.0,203.0,0
8761,6,1,0,3246.0,3167.0,0
8762,5,0,1,4.5,209.5,0
8763,6,1,0,3247.5,3167.0,0
8764,5,0,1,4.5,204.5,0
8765,6,1,0,3248.5,3168.5,0
8766,5,0,1,5.5,203.5,0
8767,6,0,1,4.0,251.0,0
8768,6,1,0,3248.0,3168.0,0
8769,6,0,1,4.0,203.5,0
8770,6,0,1,3.5,210.0,0
8771,5,1,0,3249.0,3167.0,0
8772,6,1,0,3248.0,3170.0,0
8773,5,0,1,4.0,202.5,0
8774,6,1,0,3248.0,3169.5,0
8775,6,1,0,3248.5,3169.0,0
8776,5,1,0,3248.5,3169.5,0
8777,6,1,0,3248.0,3169.5,0
8778,5,0,1,5.0,206.0,0
8779,6,1,0,3246.5,3167.0,0
8780,6,1,0,3249.0,3166.5,0
8781,6,1,0,3249.5,3170.5,0
8782,6,1,0,3247.5,3167.5,0
8783,6,0,1,4.0,205.0,0
8784,6,1,0,3247.5,3170.5,0
8785,6,0,1,5.0,204.0,0
8786,6,1,0,3247.0,3167.5,0
8787,6,1,0,3248.5,3170.0,0
8788,6,0,1,5.5,207.5,0
8789,6,0,1,4.5,204.5,0
8790,6,0,1,4.0,203.0,0
8791,6,0,1,2.5,204.5,0
8792,6,0,1,4.5,206.5,0
8793,6,1,0,3250.0,3168.5,0
8794,6,0,1,5.0,325.5,0
8795,6,0,1,6.0,204.5,0
8796,6,1,0,3249.5,3171.0,0
8797,6,0,1,5.0,205.5,0
8798,6,1,0,3248.5,3167.0,0
8799,6,1,0,3246.5,3168.0,0
8800,6,0,1,4.5,206.0,0
8801,6,0,1,3.5,206.0,0
8802,6,1,0,3248.0,3190.0,0
8803,5,1,0,3247.5,3171.0,0
8804,6,0,1,5.0,205.0,0
8805,6,0,1,5.5,204.0,0
8806,6,1,0,3248.5,3168.0,0
8807,6,0,1,5.0,204.0,0
8808,6,1,0,3249.0,3167.0,0
8809,6,0,1,4.0,205.0,0
8810,6,1,0,3248.0,3170.0,0
8811,6,0,1,6.0,206.0,0
8812,6,0,1,3.5,205.5,0
8813,6,0,1,4.0,205.0,0
8814,6,0,1,3.0,203.5,0
8815,6,0,1,5.0,207.0,0
8816,6,1,0,3247.5,3168.0,0
8817,6,1,0,3247.5,3170.5,0
8818,6,0,1,4.5,204.5,0
8819,6,0,1,6.5,206.5,0
8820,6,0,1,3.5,204.0,0
8821,6,1,0,3246.5,3168.5,0
8822,6,1,0,3251.0,3170.5,0
8823,6,1,0,3248.5,3166.5,0
8824,6,1,0,3248.0,3169.5,0
8825,6,1,0,3247.0,3170.0,0
8826,6,0,1,2.5,204.5,0
8827,6,1,0,3248.5,3169.0,0
8828,6,0,1,4.5,205.5,0
8829,6,1,0,3248.5,3170.0,0
8830,6,0,1,4.5,205.0,0
8831,6,1,0,3247.0,3170.0,0
8832,6,1,0,3247.0,3168.0,0
8833,6,1,0,3249.0,3168.5,0
8834,6,0,1,5.0,206.0,0
8835,6,0,1,4.5,205.0,0
8836,6,0,1,6.5,206.0,0
8837,6,1,0,3247.5,3170.0,0
8838,6,0,1,3.0,205.0,0
8839,6,0,1,5.5,205.5,0
8840,5,1,0,3247.5,3168.5,0
8841,6,0,1,5.0,206.0,0
8842,6,1,0,3249.0,3168.5,0
8843,6,1,0,3250.5,3168.5,0
8844,6,1,0,3248.5,3168.0,0
8845,6,0,1,5.5,206.5,0
8846,6,1,0,3249.5,3172.0,0
8847,6,1,0,3249.5,3168.0,0
8848,6,1,0,3248.5,3169.5,0
8849,6,1,0,3246.5,3169.0,0
8850,5,0,1,5.5,205.0,0
8851,6,1,0,3248.0,3168.0,0
8852,6,1,0,3246.5,3166.5,0
8853,6,1,0,3247.5,3166.0,0
8854,6,0,1,3.0,206.0,0
8855,6,0,1,5.0,204.5,0
8856,6,1,0,3248.0,3168.5,0
8857,5,0,1,4.5,205.0,0
8858,6,0,1,5.5,203.0,0
8859,5,1,0,3248.5,3168.5,0
8860,6,1,0,3247.5,3168.0,0
8861,5,1,0,3249.5,3168.5,0
8862,6,1,0,3247.5,3169.5,0
8863,6,1,0,3248.5,3169.0,0
8864,6,1,0,3248.5,3166.0,0
8865,6,0,1,4.0,206.0,0
8866,5,1,0,3248.5,3168.0,0
8867,6,1,0,3248.0,3166.0,0
8868,6,1,0,3248.5,3167.0,0
8869,6,1,0,3250.0,3168.5,0
8870,6,0,1,4.0,204.0,0
8871,6,1,0,3248.5,3167.0,0
8872,6,0,1,4.0,204.0,0
8873,6,1,0,3247.5,3166.5,0
8874,6,1,0,3247.5,3168.5,0
8875,6,1,0,3248.0,3167.0,0
8876,5,0,1,6.0,205.0,0
8877,6,1,0,3248.0,3170.5,0
8878,6,0,1,4.0,204.5,0
8879,6,1,0,3248.0,3167.5,0
8880,6,0,1,6.5,204.0,0
8881,5,0,1,4.0,207.5,0
8882,6,0,1,5.5,204.5,0
8883,5,1,0,3247.0,3171.0,0
8884,6,0,1,4.0,204.0,0
8885,6,1,0,3245.5,3168.5,0
8886,6,1,0,3249.5,3168.5,0
8887,6,1,0,3250.0,3170.0,0
8888,6,1,0,3248.5,3167.5,0
8889,6,0,1,3.5,206.0,0
8890,6,0,1,4.5,204.0,0
8891,6,0,1,4.0,206.0,0
8892,6,1,0,3247.5,3169.0,0
8893,6,0,1,4.0,208.0,0
8894,6,1,0,3249.5,3168.5,0
8895,6,1,0,3247.5,3169.0,0
8896,6,1,0,3248.0,3169.5,0
8897,6,0,1,4.5,204.0,0
8898,6,1,0,3248.0,3166.0,0
8899,6,1,0,3246.5,3166.5,0
8900,5,0,1,2.5,206.0,0
8901,6,1,0,3248.0,3169.5,0
8902,6,1,0,3248.5,3168.0,0
8903,6,1,0,3248.0,3167.5,0
8904,6,1,0,3248.5,3182.5,0
8905,5,0,1,1.5,201.5,0
8906,6,0,1,3.5,204.5,0
8907,6,1,0,3247.5,3170.5,0
8908,6,0,1,3.5,204.0,0
8909,6,0,1,4.5,205.5,0
8910,6,0,1,5.5,206.5,0
8911,6,0,1,2.5,204.0,0
8912,6,0,1,6.0,204.0,0
8913,6,1,0,3247.5,3166.5,0
8914,6,0,1,3.0,207.0,0
8915,5,0,1,4.0,205.5,0
8916,6,0,1,6.0,203.0,0
8917,6,1,0,3248.0,3166.5,0
8918,6,1,0,3246.5,3167.0,0
8919,6,0,1,4.5,204.5,0
8920,6,0,1,3.5,203.0,0
8921,6,0,1,6.0,205.5,0
8922,5,0,1,5.0,202.0,0
8923,6,0,1,5.0,203.5,0
8924,6,0,1,5.0,204.5,0
8925,6,1,0,3248.5,3168.0,0
8926,6,0,1,4.0,207.0,0
8927,6,1,0,3249.5,3170.5,0
8928,6,0,1,7.5,207.5,0
8929,6,1,0,3247.0,3167.5,0
8930,6,1,0,3247.5,3169.0,0
8931,6,1,0,3248.0,3169.5,0
8932,6,1,0,3249.0,3166.0,0
8933,6,1,0,3249.5,3167.5,0
8934,5,1,0,3249.0,3166.0,0
8935,6,0,1,5.0,205.5,0
8936,5,1,0,3248.0,3167.5,0
8937,6,0,1,6.0,207.5,0
8938,6,1,0,3248.0,3167.0,0
8939,6,1,0,3247.5,3167.0,0
8940,6,0,1,6.5,206.5,0
8941,6,1,0,3247.5,3168.0,0
8942,6,1,0,3247.5,3169.5,0
8943,6,0,1,5.0,205.5,0
8944,6,0,1,5.5,202.0,0
8945,6,1,0,3246.5,3168.0,0
8946,5,0,1,2.5,204.0,0
8947,6,0,1,4.0,205.5,0
8948,5,1,0,3246.5,3167.0,0
8949,6,0,1,5.5,203.0,0
8950,6,1,0,3247.0,3170.0,0
8951,6,0,1,7.5,206.0,0
8952,6,1,0,3248.0,3168.5,0
8953,5,0,1,5.0,206.0,0
8954,6,0,1,5.0,201.5,0
8955,6,1,0,3248.0,3167.5,0
8956,6,1,0,3247.0,3168.5,0
8957,6,1,0,3248.0,3169.0,0
8958,5,0,1,5.0,205.0,0
8959,6,1,0,3249.0,3170.5,0
8960,6,1,0,3249.0,3168.0,0
8961,6,1,0,3247.5,3165.5,0
8962,6,1,0,3248.5,3167.0,0
8963,6,0,1,4.0,204.0,0
8964,6,0,1,4.0,205.5,0
8965,6,0,1,4.0,204.0,0
8966,6,1,0,3249.5,3168.5,0
8967,6,0,1,3.0,210.5,0
8968,6,1,0,3247.0,3167.5,0
8969,6,0,1,6.0,207.5,0
8970,6,1,0,3248.5,3167.0,0
8971,6,0,1,6.0,205.5,0
8972,5,0,1,5.0,212.0,0
8973,6,1,0,3249.0,3168.0,0
8974,6,0,1,3.5,205.0,0
8975,5,1,0,3248.0,3167.5,0
8976,6,0,1,4.0,206.5,0
8977,6,0,1,4.0,204.0,0
8978,6,1,0,3248.0,3169.0,0
8979,6,1,0,3249.5,3167.5,0
8980,5,0,1,5.0,207.0,0
8981,6,0,1,4.5,203.5,0
8982,6,0,1,5.0,206.5,0
8983,6,1,0,3249.5,3170.0,0
8984,5,0,1,3.0,203.0,0
8985,6,0,1,5.0,205.0,0
8986,6,0,1,7.0,205.5,0
